"datetime","site_id","variable","parameter","daily_mean"
2022-11-14,"BARC","air_pressure",21,101522.139322917
2022-11-14,"BARC","air_temperature",21,17.1320348103841
2022-11-14,"BARC","eastward_wind",21,-2.98050604760647
2022-11-14,"BARC","northward_wind",21,-2.98050604760647
2022-11-14,"BARC","precipitation_flux",21,2.0833333471307e-05
2022-11-14,"BARC","relative_humidity",21,0.724574961662293
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",21,355.134979248047
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",21,147.25
2022-11-14,"BARC","air_pressure",22,101438.954752604
2022-11-14,"BARC","air_temperature",22,18.3100985209148
2022-11-14,"BARC","eastward_wind",22,-2.36072726547718
2022-11-14,"BARC","northward_wind",22,-2.36072726547718
2022-11-14,"BARC","precipitation_flux",22,1.04166670805878e-05
2022-11-14,"BARC","relative_humidity",22,0.589081436793009
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",22,352
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",22,143
2022-11-14,"BARC","air_pressure",23,101466.737304688
2022-11-14,"BARC","air_temperature",23,17.8970926920574
2022-11-14,"BARC","eastward_wind",23,-2.35153284544746
2022-11-14,"BARC","northward_wind",23,-2.35153284544746
2022-11-14,"BARC","precipitation_flux",23,1.50462961755693e-05
2022-11-14,"BARC","relative_humidity",23,0.697469390233358
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",23,366.75
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",23,139.75
2022-11-14,"BARC","air_pressure",24,101530.329752604
2022-11-14,"BARC","air_temperature",24,15.5884429931641
2022-11-14,"BARC","eastward_wind",24,-1.09888182518383
2022-11-14,"BARC","northward_wind",24,-1.09888182518383
2022-11-14,"BARC","precipitation_flux",24,0
2022-11-14,"BARC","relative_humidity",24,0.58576874256134
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",24,308
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",24,178.75
2022-11-14,"BARC","air_pressure",25,101464.541341146
2022-11-14,"BARC","air_temperature",25,18.2501899719239
2022-11-14,"BARC","eastward_wind",25,-2.47986881434917
2022-11-14,"BARC","northward_wind",25,-2.47986881434917
2022-11-14,"BARC","precipitation_flux",25,4.62962969861649e-06
2022-11-14,"BARC","relative_humidity",25,0.670708141326904
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",25,359.581329345703
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",25,144.25
2022-11-14,"BARC","air_pressure",26,101413.319986979
2022-11-14,"BARC","air_temperature",26,16.7078824361166
2022-11-14,"BARC","eastward_wind",26,-1.54602646579345
2022-11-14,"BARC","northward_wind",26,-1.54602646579345
2022-11-14,"BARC","precipitation_flux",26,1.04166665631864e-05
2022-11-14,"BARC","relative_humidity",26,0.646275157928467
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",26,352.82585144043
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",26,112.75
2022-11-14,"BARC","air_pressure",27,101429.428385417
2022-11-14,"BARC","air_temperature",27,18.5732020060222
2022-11-14,"BARC","eastward_wind",27,-2.49194676180681
2022-11-14,"BARC","northward_wind",27,-2.49194676180681
2022-11-14,"BARC","precipitation_flux",27,8.10185205881242e-06
2022-11-14,"BARC","relative_humidity",27,0.637765838305155
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",27,371.084297180176
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",27,147.5
2022-11-14,"BARC","air_pressure",28,101544.054036458
2022-11-14,"BARC","air_temperature",28,15.3405754089356
2022-11-14,"BARC","eastward_wind",28,-1.2693872867773
2022-11-14,"BARC","northward_wind",28,-1.2693872867773
2022-11-14,"BARC","precipitation_flux",28,2.31481484930824e-06
2022-11-14,"BARC","relative_humidity",28,0.627048438390096
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",28,315.25
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",28,162.75
2022-11-14,"BARC","air_pressure",29,101556.058268229
2022-11-14,"BARC","air_temperature",29,16.7371869405111
2022-11-14,"BARC","eastward_wind",29,-3.2738749285539
2022-11-14,"BARC","northward_wind",29,-3.2738749285539
2022-11-14,"BARC","precipitation_flux",29,1.15740742465412e-06
2022-11-14,"BARC","relative_humidity",29,0.651366214752197
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",29,358.615020751953
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",29,101.5
2022-11-14,"BARC","air_pressure",30,101487.532226562
2022-11-14,"BARC","air_temperature",30,18.0459637959798
2022-11-14,"BARC","eastward_wind",30,-1.59749201933543
2022-11-14,"BARC","northward_wind",30,-1.59749201933543
2022-11-14,"BARC","precipitation_flux",30,1.04166665631864e-05
2022-11-14,"BARC","relative_humidity",30,0.668694127400716
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",30,350.75
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",30,159.5
2022-11-14,"BARC","air_pressure",31,101438.967447917
2022-11-14,"BARC","air_temperature",31,16.6991480509441
2022-11-14,"BARC","eastward_wind",31,-1.47693070520957
2022-11-14,"BARC","northward_wind",31,-1.47693070520957
2022-11-14,"BARC","precipitation_flux",31,5.78703712327061e-06
2022-11-14,"BARC","relative_humidity",31,0.623788050015767
2022-11-14,"BARC","surface_downwelling_longwave_flux_in_air",31,354.5
2022-11-14,"BARC","surface_downwelling_shortwave_flux_in_air",31,119.25
2022-11-14,"CRAM","air_pressure",1,96425.0777994792
2022-11-14,"CRAM","air_temperature",1,-4.01865717569984
2022-11-14,"CRAM","eastward_wind",1,-0.581391290140649
2022-11-14,"CRAM","northward_wind",1,-0.581391290140649
2022-11-14,"CRAM","precipitation_flux",1,1.15740742465412e-06
2022-11-14,"CRAM","relative_humidity",1,0.701500360171
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",1,247.25
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",1,54.75
2022-11-14,"CRAM","air_pressure",2,96379.7581380208
2022-11-14,"CRAM","air_temperature",2,-4.16986541748042
2022-11-14,"CRAM","eastward_wind",2,-0.619870689387123
2022-11-14,"CRAM","northward_wind",2,-0.619870689387123
2022-11-14,"CRAM","precipitation_flux",2,5.78703720950418e-06
2022-11-14,"CRAM","relative_humidity",2,0.746405181884766
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",2,247.013961791992
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",2,49
2022-11-14,"CRAM","air_pressure",3,96444.2294921875
2022-11-14,"CRAM","air_temperature",3,-4.93585789998366
2022-11-14,"CRAM","eastward_wind",3,-0.721531151483456
2022-11-14,"CRAM","northward_wind",3,-0.721531151483456
2022-11-14,"CRAM","precipitation_flux",3,1.27314817574289e-05
2022-11-14,"CRAM","relative_humidity",3,0.728951643308004
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",3,244
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",3,45.25
2022-11-14,"CRAM","air_pressure",4,96511.0123697917
2022-11-14,"CRAM","air_temperature",4,-4.40636774698891
2022-11-14,"CRAM","eastward_wind",4,-0.73149341220657
2022-11-14,"CRAM","northward_wind",4,-0.73149341220657
2022-11-14,"CRAM","precipitation_flux",4,0
2022-11-14,"CRAM","relative_humidity",4,0.67706076780955
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",4,242
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",4,53.25
2022-11-14,"CRAM","air_pressure",5,96539.5221354167
2022-11-14,"CRAM","air_temperature",5,-4.1535766601562
2022-11-14,"CRAM","eastward_wind",5,-0.48673990710328
2022-11-14,"CRAM","northward_wind",5,-0.48673990710328
2022-11-14,"CRAM","precipitation_flux",5,0
2022-11-14,"CRAM","relative_humidity",5,0.69649804910024
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",5,235.081329345703
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",5,62.75
2022-11-14,"CRAM","air_pressure",6,96440.2024739583
2022-11-14,"CRAM","air_temperature",6,-3.59235331217445
2022-11-14,"CRAM","eastward_wind",6,-0.651558094347517
2022-11-14,"CRAM","northward_wind",6,-0.651558094347517
2022-11-14,"CRAM","precipitation_flux",6,2.31481484930824e-06
2022-11-14,"CRAM","relative_humidity",6,0.720449485778809
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",6,245.25
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",6,52.25
2022-11-14,"CRAM","air_pressure",7,96624.8528645833
2022-11-14,"CRAM","air_temperature",7,-4.79349085489906
2022-11-14,"CRAM","eastward_wind",7,-0.764043565839529
2022-11-14,"CRAM","northward_wind",7,-0.764043565839529
2022-11-14,"CRAM","precipitation_flux",7,1.27314814987282e-05
2022-11-14,"CRAM","relative_humidity",7,0.738871912956238
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",7,246.415809631348
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",7,55.25
2022-11-14,"CRAM","air_pressure",8,96297.7317708333
2022-11-14,"CRAM","air_temperature",8,-4.78086039225258
2022-11-14,"CRAM","eastward_wind",8,-0.585019716216872
2022-11-14,"CRAM","northward_wind",8,-0.585019716216872
2022-11-14,"CRAM","precipitation_flux",8,2.0833333471307e-05
2022-11-14,"CRAM","relative_humidity",8,0.800779485702515
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",8,251
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",8,41.25
2022-11-14,"CRAM","air_pressure",9,96407.1116536458
2022-11-14,"CRAM","air_temperature",9,-4.49201532999672
2022-11-14,"CRAM","eastward_wind",9,-0.963972269246976
2022-11-14,"CRAM","northward_wind",9,-0.963972269246976
2022-11-14,"CRAM","precipitation_flux",9,1.15740742465412e-06
2022-11-14,"CRAM","relative_humidity",9,0.713009376525879
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",9,241.484619140625
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",9,51.75
2022-11-14,"CRAM","air_pressure",10,96238.8548177083
2022-11-14,"CRAM","air_temperature",10,-4.2459953308105
2022-11-14,"CRAM","eastward_wind",10,-0.749472340258459
2022-11-14,"CRAM","northward_wind",10,-0.749472340258459
2022-11-14,"CRAM","precipitation_flux",10,1.15740745052419e-05
2022-11-14,"CRAM","relative_humidity",10,0.78650515238444
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",10,253.892395019531
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",10,56.25
2022-11-14,"CRAM","air_pressure",11,96432.3860677083
2022-11-14,"CRAM","air_temperature",11,-4.63223470052077
2022-11-14,"CRAM","eastward_wind",11,-1.16853247582912
2022-11-14,"CRAM","northward_wind",11,-1.16853247582912
2022-11-14,"CRAM","precipitation_flux",11,1.6203704290092e-05
2022-11-14,"CRAM","relative_humidity",11,0.81246605237325
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",11,251.5
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",11,37
2022-11-14,"CRAM","air_pressure",12,96225.5367838542
2022-11-14,"CRAM","air_temperature",12,-4.935809580485
2022-11-14,"CRAM","eastward_wind",12,-0.847508733471235
2022-11-14,"CRAM","northward_wind",12,-0.847508733471235
2022-11-14,"CRAM","precipitation_flux",12,1.96759262191201e-05
2022-11-14,"CRAM","relative_humidity",12,0.738999706904093
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",12,246.331329345703
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",12,46
2022-11-14,"CRAM","air_pressure",13,96517.96875
2022-11-14,"CRAM","air_temperature",13,-3.44265823364253
2022-11-14,"CRAM","eastward_wind",13,-0.610991090536118
2022-11-14,"CRAM","northward_wind",13,-0.610991090536118
2022-11-14,"CRAM","precipitation_flux",13,0
2022-11-14,"CRAM","relative_humidity",13,0.696062599817912
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",13,237.581329345703
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",13,66.75
2022-11-14,"CRAM","air_pressure",14,96366.4033203125
2022-11-14,"CRAM","air_temperature",14,-4.54280675252272
2022-11-14,"CRAM","eastward_wind",14,-0.753583042571942
2022-11-14,"CRAM","northward_wind",14,-0.753583042571942
2022-11-14,"CRAM","precipitation_flux",14,1.15740740740741e-05
2022-11-14,"CRAM","relative_humidity",14,0.70026150226593
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",14,250.75
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",14,50
2022-11-14,"CRAM","air_pressure",15,96433.0006510417
2022-11-14,"CRAM","air_temperature",15,-4.34407628377272
2022-11-14,"CRAM","eastward_wind",15,-0.641297491888205
2022-11-14,"CRAM","northward_wind",15,-0.641297491888205
2022-11-14,"CRAM","precipitation_flux",15,2.31481484930824e-06
2022-11-14,"CRAM","relative_humidity",15,0.737598994572957
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",15,249.081329345703
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",15,48.5
2022-11-14,"CRAM","air_pressure",16,96370.1754557292
2022-11-14,"CRAM","air_temperature",16,-3.58245162963863
2022-11-14,"CRAM","eastward_wind",16,-0.706601237878203
2022-11-14,"CRAM","northward_wind",16,-0.706601237878203
2022-11-14,"CRAM","precipitation_flux",16,6.94444454792473e-06
2022-11-14,"CRAM","relative_humidity",16,0.780653012593587
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",16,251.25
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",16,50.25
2022-11-14,"CRAM","air_pressure",17,96446.080078125
2022-11-14,"CRAM","air_temperature",17,-3.96701761881508
2022-11-14,"CRAM","eastward_wind",17,-0.731498092412949
2022-11-14,"CRAM","northward_wind",17,-0.731498092412949
2022-11-14,"CRAM","precipitation_flux",17,0
2022-11-14,"CRAM","relative_humidity",17,0.68603068669637
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",17,238.932647705078
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",17,53
2022-11-14,"CRAM","air_pressure",18,96346.7757161458
2022-11-14,"CRAM","air_temperature",18,-4.2439430236816
2022-11-14,"CRAM","eastward_wind",18,-0.400274757606288
2022-11-14,"CRAM","northward_wind",18,-0.400274757606288
2022-11-14,"CRAM","precipitation_flux",18,0
2022-11-14,"CRAM","relative_humidity",18,0.758634260495504
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",18,244.75
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",18,55.5
2022-11-14,"CRAM","air_pressure",19,96321.0950520833
2022-11-14,"CRAM","air_temperature",19,-3.75949554443355
2022-11-14,"CRAM","eastward_wind",19,-0.696542443707585
2022-11-14,"CRAM","northward_wind",19,-0.696542443707585
2022-11-14,"CRAM","precipitation_flux",19,1.38888894407837e-05
2022-11-14,"CRAM","relative_humidity",19,0.849006961186727
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",19,252
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",19,45.5
2022-11-14,"CRAM","air_pressure",20,96385.3089192708
2022-11-14,"CRAM","air_temperature",20,-4.01538289388014
2022-11-14,"CRAM","eastward_wind",20,-1.15956704318523
2022-11-14,"CRAM","northward_wind",20,-1.15956704318523
2022-11-14,"CRAM","precipitation_flux",20,4.62962969861649e-06
2022-11-14,"CRAM","relative_humidity",20,0.756448585192362
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",20,251.876235961914
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",20,60.25
2022-11-14,"CRAM","air_pressure",21,96446.9397786458
2022-11-14,"CRAM","air_temperature",21,-5.12712936401363
2022-11-14,"CRAM","eastward_wind",21,-0.431339405787488
2022-11-14,"CRAM","northward_wind",21,-0.431339405787488
2022-11-14,"CRAM","precipitation_flux",21,2.31481484930824e-06
2022-11-14,"CRAM","relative_humidity",21,0.717783298492432
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",21,244.884979248047
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",21,47.75
2022-11-14,"CRAM","air_pressure",22,96410.6884765625
2022-11-14,"CRAM","air_temperature",22,-4.77531382242836
2022-11-14,"CRAM","eastward_wind",22,-0.530310660600662
2022-11-14,"CRAM","northward_wind",22,-0.530310660600662
2022-11-14,"CRAM","precipitation_flux",22,1.85185187944659e-05
2022-11-14,"CRAM","relative_humidity",22,0.769414777755737
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",22,244
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",22,51.25
2022-11-14,"CRAM","air_pressure",23,96259.9388020833
2022-11-14,"CRAM","air_temperature",23,-3.87998657226558
2022-11-14,"CRAM","eastward_wind",23,-0.405282895963561
2022-11-14,"CRAM","northward_wind",23,-0.405282895963561
2022-11-14,"CRAM","precipitation_flux",23,3.93518515759044e-05
2022-11-14,"CRAM","relative_humidity",23,0.814219385782878
2022-11-14,"CRAM","surface_downwelling_longwave_flux_in_air",23,252.25
2022-11-14,"CRAM","surface_downwelling_shortwave_flux_in_air",23,53.25
2022-11-14,"CRAM","air_pressure",24,96524.2620442708
2022-11-14,"CRAM","air_temperature",24,-4.3286483764648
2022-11-14,"CRAM","eastward_wind",24,-0.504715160777171
2022-11-14,"CRAM","northward_wind",24,-0.504715160777171
2022-11-14,"CRAM","precipitation_flux",24,0
2022-11-14,"CRAM","relative_humidity",24,0.659727074305216
