"datetime","site_id","variable","observation"
2017-09-23,"BARC","chla",NA
2017-09-23,"BARC","oxygen",NA
2017-09-23,"BARC","temperature",28.9128472222222
2017-09-24,"BARC","chla",NA
2017-09-24,"BARC","oxygen",NA
2017-09-24,"BARC","temperature",28.9072463768116
2017-09-25,"BARC","chla",NA
2017-09-25,"BARC","oxygen",NA
2017-09-25,"BARC","temperature",29.2497183098592
2017-09-26,"BARC","chla",NA
2017-09-26,"BARC","oxygen",NA
2017-09-26,"BARC","temperature",29.6065217391304
2017-09-27,"BARC","chla",NA
2017-09-27,"BARC","oxygen",NA
2017-09-27,"BARC","temperature",29.8719718309859
2017-09-28,"BARC","chla",NA
2017-09-28,"BARC","oxygen",NA
2017-09-28,"BARC","temperature",30.0357746478873
2017-09-29,"BARC","chla",NA
2017-09-29,"BARC","oxygen",NA
2017-09-29,"BARC","temperature",30.054
2017-09-30,"BARC","chla",NA
2017-09-30,"BARC","oxygen",NA
2017-09-30,"BARC","temperature",29.8309722222222
2017-10-01,"BARC","chla",NA
2017-10-01,"BARC","oxygen",NA
2017-10-01,"BARC","temperature",28.89
2017-10-02,"BARC","chla",NA
2017-10-02,"BARC","oxygen",NA
2017-10-02,"BARC","temperature",28.2153521126761
2017-10-03,"BARC","chla",NA
2017-10-03,"BARC","oxygen",NA
2017-10-03,"BARC","temperature",27.9004166666667
2017-10-04,"BARC","chla",NA
2017-10-04,"BARC","oxygen",NA
2017-10-04,"BARC","temperature",27.6258333333333
2017-10-05,"BARC","chla",NA
2017-10-05,"BARC","oxygen",NA
2017-10-05,"BARC","temperature",27.3251408450704
2017-10-06,"BARC","chla",NA
2017-10-06,"BARC","oxygen",NA
2017-10-06,"BARC","temperature",27.4925
2017-10-07,"BARC","chla",NA
2017-10-07,"BARC","oxygen",NA
2017-10-07,"BARC","temperature",28.2170714285714
2017-10-08,"BARC","chla",NA
2017-10-08,"BARC","oxygen",NA
2017-10-08,"BARC","temperature",28.4034027777778
2017-10-09,"BARC","chla",NA
2017-10-09,"BARC","oxygen",NA
2017-10-09,"BARC","temperature",28.7551408450704
2017-10-10,"BARC","chla",NA
2017-10-10,"BARC","oxygen",NA
2017-10-10,"BARC","temperature",29.4019285714286
2017-10-11,"BARC","chla",NA
2017-10-11,"BARC","oxygen",NA
2017-10-11,"BARC","temperature",29.5196527777778
2017-10-12,"BARC","chla",NA
2017-10-12,"BARC","oxygen",NA
2017-10-12,"BARC","temperature",29.2654929577465
2017-10-13,"BARC","chla",NA
2017-10-13,"BARC","oxygen",NA
2017-10-13,"BARC","temperature",28.82
2017-10-14,"BARC","chla",NA
2017-10-14,"BARC","oxygen",NA
2017-10-14,"BARC","temperature",28.5470138888889
2017-10-15,"BARC","chla",NA
2017-10-15,"BARC","oxygen",NA
2017-10-15,"BARC","temperature",28.5756944444444
2017-10-16,"BARC","chla",NA
2017-10-16,"BARC","oxygen",NA
2017-10-16,"BARC","temperature",28.7942957746479
2017-10-17,"BARC","chla",NA
2017-10-17,"BARC","oxygen",NA
2017-10-17,"BARC","temperature",28.3136111111111
2017-10-18,"BARC","chla",NA
2017-10-18,"BARC","oxygen",NA
2017-10-18,"BARC","temperature",27.1498591549296
2017-10-19,"BARC","chla",NA
2017-10-19,"BARC","oxygen",NA
2017-10-19,"BARC","temperature",26.5717605633803
2017-10-20,"BARC","chla",NA
2017-10-20,"BARC","oxygen",NA
2017-10-20,"BARC","temperature",26.426875
2017-10-21,"BARC","temperature",26.3462676056338
2017-10-22,"BARC","temperature",26.42625
2017-10-23,"BARC","temperature",26.5711267605634
2017-10-24,"BARC","temperature",26.4477777777778
2017-10-25,"BARC","temperature",25.8721830985915
2017-10-26,"BARC","temperature",24.9670833333333
2017-10-27,"BARC","temperature",24.3512857142857
2017-10-28,"BARC","temperature",24.0674305555556
2017-10-29,"BARC","temperature",23.8402857142857
2017-10-30,"BARC","temperature",22.8834507042254
2017-10-31,"BARC","chla",NA
2017-10-31,"BARC","oxygen",NA
2017-10-31,"BARC","temperature",22.3808333333333
2017-11-01,"BARC","temperature",22.182323943662
2017-11-02,"BARC","chla",0.4
2017-11-02,"BARC","oxygen",6.87
2017-11-02,"BARC","temperature",22.2495774647887
2017-11-03,"BARC","temperature",22.5192957746479
2017-11-04,"BARC","chla",NA
2017-11-04,"BARC","oxygen",NA
2017-11-04,"BARC","temperature",22.6626388888889
2017-11-05,"BARC","chla",NA
2017-11-05,"BARC","oxygen",NA
2017-11-05,"BARC","temperature",22.7033098591549
2017-11-06,"BARC","chla",NA
2017-11-06,"BARC","oxygen",NA
2017-11-06,"BARC","temperature",23.0130555555556
2017-11-07,"BARC","temperature",23.459375
2017-11-08,"BARC","chla",0.468
2017-11-08,"BARC","oxygen",7.265
2017-11-08,"BARC","temperature",23.6128472222222
2017-11-09,"BARC","temperature",23.7229577464789
2017-11-10,"BARC","temperature",23.0930434782609
2017-11-11,"BARC","temperature",22.482323943662
2017-11-12,"BARC","temperature",22.2836111111111
2017-11-13,"BARC","temperature",22.4275714285714
2017-11-14,"BARC","temperature",22.2309285714286
2017-11-15,"BARC","temperature",21.5932394366197
2017-11-16,"BARC","temperature",21.0775352112676
2017-11-17,"BARC","temperature",20.8982394366197
2017-11-18,"BARC","temperature",20.8260869565217
2017-11-19,"BARC","temperature",20.7485507246377
2017-11-20,"BARC","temperature",20.3377777777778
2017-11-21,"BARC","chla",NA
2017-11-21,"BARC","oxygen",NA
2017-11-21,"BARC","temperature",20.1459285714286
2017-11-22,"BARC","temperature",20.2779166666667
2017-11-23,"BARC","chla",1.54285714285714
2017-11-23,"BARC","oxygen",7.80384615384615
2017-11-23,"BARC","temperature",20.2167857142857
2017-11-24,"BARC","temperature",19.9354861111111
2017-11-25,"BARC","chla",1.57813953488372
2017-11-25,"BARC","oxygen",7.82711111111111
2017-11-25,"BARC","temperature",19.9069565217391
2017-11-26,"BARC","chla",1.58942857142857
2017-11-26,"BARC","oxygen",7.83454545454545
2017-11-26,"BARC","temperature",19.9188888888889
2017-11-27,"BARC","chla",1.728125
2017-11-27,"BARC","oxygen",7.79583333333333
2017-11-27,"BARC","temperature",19.8423943661972
2017-11-28,"BARC","chla",1.69333333333333
2017-11-28,"BARC","oxygen",7.85405405405405
2017-11-28,"BARC","temperature",19.8062307692308
2017-11-29,"BARC","chla",1.50958333333333
2017-11-29,"BARC","oxygen",7.99395833333333
2017-11-29,"BARC","temperature",20.0835964912281
2017-11-30,"BARC","chla",1.48823529411765
2017-11-30,"BARC","oxygen",8.12176470588235
2017-11-30,"BARC","temperature",20.2605555555556
2017-12-01,"BARC","chla",NA
2017-12-01,"BARC","oxygen",NA
2017-12-01,"BARC","temperature",20.3341666666667
2017-12-02,"BARC","chla",NA
2017-12-02,"BARC","oxygen",NA
2017-12-02,"BARC","temperature",20.5370161290323
2017-12-03,"BARC","chla",NA
2017-12-03,"BARC","oxygen",NA
2017-12-03,"BARC","temperature",20.6665151515152
2017-12-04,"BARC","chla",NA
2017-12-04,"BARC","oxygen",NA
2017-12-04,"BARC","temperature",20.4805
2017-12-05,"BARC","chla",NA
2017-12-05,"BARC","oxygen",NA
2017-12-05,"BARC","temperature",20.6278873239437
2017-12-06,"BARC","chla",NA
2017-12-06,"BARC","oxygen",NA
2017-12-06,"BARC","temperature",20.9308450704225
2017-12-07,"BARC","chla",NA
2017-12-07,"BARC","oxygen",NA
2017-12-07,"BARC","temperature",20.5152777777778
2017-12-08,"BARC","chla",NA
2017-12-08,"BARC","oxygen",NA
2017-12-08,"BARC","temperature",19.813115942029
2017-12-09,"BARC","chla",NA
2017-12-09,"BARC","oxygen",NA
2017-12-09,"BARC","temperature",18.9703571428571
2017-12-10,"BARC","chla",NA
2017-12-10,"BARC","oxygen",NA
2017-12-10,"BARC","temperature",17.9910416666667
2017-12-11,"BARC","chla",NA
2017-12-11,"BARC","oxygen",NA
2017-12-11,"BARC","temperature",17.3769444444444
2017-12-12,"BARC","chla",NA
2017-12-12,"BARC","oxygen",NA
2017-12-12,"BARC","temperature",16.970985915493
2017-12-13,"BARC","chla",NA
2017-12-13,"BARC","oxygen",NA
2017-12-13,"BARC","temperature",16.6485
2017-12-14,"BARC","chla",NA
2017-12-14,"BARC","oxygen",NA
2017-12-14,"BARC","temperature",16.4487142857143
2017-12-15,"BARC","chla",NA
2017-12-15,"BARC","oxygen",NA
2017-12-15,"BARC","temperature",16.5815384615385
2017-12-16,"BARC","chla",NA
2017-12-16,"BARC","oxygen",NA
2017-12-17,"BARC","chla",NA
2017-12-17,"BARC","oxygen",NA
2017-12-18,"BARC","chla",NA
2017-12-18,"BARC","oxygen",NA
2017-12-19,"BARC","chla",NA
2017-12-19,"BARC","oxygen",NA
2017-12-20,"BARC","chla",NA
2017-12-20,"BARC","oxygen",NA
2017-12-20,"BARC","temperature",19.279347826087
2017-12-21,"BARC","temperature",19.6097101449275
2017-12-22,"BARC","temperature",20.0382394366197
2017-12-23,"BARC","temperature",20.1407142857143
2017-12-24,"BARC","temperature",20.2632638888889
2017-12-25,"BARC","temperature",19.8044285714286
2017-12-26,"BARC","temperature",18.4253521126761
2017-12-27,"BARC","temperature",18.0929710144928
2017-12-28,"BARC","temperature",17.8745098039216
2018-01-04,"BARC","chla",NA
2018-01-04,"BARC","oxygen",NA
2018-01-05,"BARC","chla",NA
2018-01-05,"BARC","oxygen",NA
2018-01-06,"BARC","chla",NA
2018-01-06,"BARC","oxygen",NA
2018-01-07,"BARC","chla",NA
2018-01-07,"BARC","oxygen",NA
2018-01-08,"BARC","chla",NA
2018-01-08,"BARC","oxygen",NA
2018-01-09,"BARC","chla",NA
2018-01-09,"BARC","oxygen",NA
2018-01-10,"BARC","chla",NA
2018-01-10,"BARC","oxygen",NA
2018-01-11,"BARC","chla",NA
2018-01-11,"BARC","oxygen",NA
2018-01-12,"BARC","chla",NA
2018-01-12,"BARC","oxygen",NA
2018-01-13,"BARC","chla",NA
2018-01-13,"BARC","oxygen",NA
2018-01-14,"BARC","chla",NA
2018-01-14,"BARC","oxygen",NA
2018-01-15,"BARC","chla",NA
2018-01-15,"BARC","oxygen",NA
2018-01-16,"BARC","chla",NA
2018-01-16,"BARC","oxygen",NA
2018-01-17,"BARC","chla",NA
2018-01-17,"BARC","oxygen",NA
2018-01-18,"BARC","chla",NA
2018-01-18,"BARC","oxygen",NA
2018-01-19,"BARC","chla",NA
2018-01-19,"BARC","oxygen",NA
2018-01-20,"BARC","chla",NA
2018-01-20,"BARC","oxygen",NA
2018-01-21,"BARC","chla",NA
2018-01-21,"BARC","oxygen",NA
2018-01-22,"BARC","chla",NA
2018-01-22,"BARC","oxygen",NA
2018-01-23,"BARC","chla",NA
2018-01-23,"BARC","oxygen",NA
2018-01-24,"BARC","chla",NA
2018-01-24,"BARC","oxygen",NA
2018-01-25,"BARC","chla",NA
2018-01-25,"BARC","oxygen",NA
2018-01-26,"BARC","chla",NA
2018-01-26,"BARC","oxygen",NA
2018-01-27,"BARC","chla",NA
2018-01-27,"BARC","oxygen",NA
2018-01-28,"BARC","chla",NA
2018-01-28,"BARC","oxygen",NA
2018-01-29,"BARC","chla",NA
2018-01-29,"BARC","oxygen",NA
2018-01-30,"BARC","chla",NA
2018-01-30,"BARC","oxygen",NA
2018-01-31,"BARC","chla",NA
2018-01-31,"BARC","oxygen",NA
2018-02-01,"BARC","chla",NA
2018-02-01,"BARC","oxygen",NA
2018-02-02,"BARC","chla",NA
2018-02-02,"BARC","oxygen",NA
2018-02-03,"BARC","chla",NA
2018-02-03,"BARC","oxygen",NA
2018-02-04,"BARC","chla",NA
2018-02-04,"BARC","oxygen",NA
2018-02-05,"BARC","chla",NA
2018-02-05,"BARC","oxygen",NA
2018-02-06,"BARC","chla",NA
2018-02-06,"BARC","oxygen",NA
2018-02-07,"BARC","chla",NA
2018-02-07,"BARC","oxygen",NA
2018-02-08,"BARC","chla",NA
2018-02-08,"BARC","oxygen",NA
2018-02-09,"BARC","chla",NA
2018-02-09,"BARC","oxygen",NA
2018-02-10,"BARC","chla",NA
2018-02-10,"BARC","oxygen",NA
2018-02-11,"BARC","chla",NA
2018-02-11,"BARC","oxygen",NA
2018-02-12,"BARC","chla",NA
2018-02-12,"BARC","oxygen",NA
2018-02-13,"BARC","chla",NA
2018-02-13,"BARC","oxygen",NA
2018-02-14,"BARC","chla",NA
2018-02-14,"BARC","oxygen",NA
2018-02-15,"BARC","chla",NA
2018-02-15,"BARC","oxygen",NA
2018-02-16,"BARC","chla",NA
2018-02-16,"BARC","oxygen",NA
2018-02-17,"BARC","chla",NA
2018-02-17,"BARC","oxygen",NA
2018-02-18,"BARC","chla",NA
2018-02-18,"BARC","oxygen",NA
2018-02-19,"BARC","chla",NA
2018-02-19,"BARC","oxygen",NA
2018-02-20,"BARC","chla",NA
2018-02-20,"BARC","oxygen",NA
2018-02-21,"BARC","chla",NA
2018-02-21,"BARC","oxygen",NA
2018-02-22,"BARC","chla",NA
2018-02-22,"BARC","oxygen",NA
2018-02-23,"BARC","chla",NA
2018-02-23,"BARC","oxygen",NA
2018-02-24,"BARC","chla",NA
2018-02-24,"BARC","oxygen",NA
2018-02-25,"BARC","chla",NA
2018-02-25,"BARC","oxygen",NA
2018-02-26,"BARC","chla",NA
2018-02-26,"BARC","oxygen",NA
2018-02-27,"BARC","chla",NA
2018-02-27,"BARC","oxygen",NA
2018-02-28,"BARC","chla",NA
2018-02-28,"BARC","oxygen",NA
2018-03-01,"BARC","chla",NA
2018-03-01,"BARC","oxygen",NA
2018-03-02,"BARC","chla",NA
2018-03-02,"BARC","oxygen",NA
2018-03-03,"BARC","chla",NA
2018-03-03,"BARC","oxygen",NA
2018-03-04,"BARC","chla",NA
2018-03-04,"BARC","oxygen",NA
2018-03-05,"BARC","chla",NA
2018-03-05,"BARC","oxygen",NA
2018-03-06,"BARC","chla",NA
2018-03-06,"BARC","oxygen",NA
2018-03-07,"BARC","chla",NA
2018-03-07,"BARC","oxygen",NA
2018-03-08,"BARC","chla",NA
2018-03-08,"BARC","oxygen",NA
2018-03-13,"BARC","chla",2.37
2018-03-13,"BARC","oxygen",7.59
2018-03-14,"BARC","chla",2.46666666666667
2018-03-14,"BARC","oxygen",7.625
2018-03-15,"BARC","chla",3.3
2018-03-15,"BARC","oxygen",7.535
2018-03-16,"BARC","chla",1.69
2018-03-16,"BARC","oxygen",7.67
2018-03-18,"BARC","chla",1.75414893617021
2018-03-18,"BARC","oxygen",8.24172043010753
2018-03-19,"BARC","chla",1.72635416666667
2018-03-19,"BARC","oxygen",8.33382978723404
2018-03-20,"BARC","chla",1.65322916666667
2018-03-20,"BARC","oxygen",8.28553191489362
2018-03-21,"BARC","chla",1.53547368421053
2018-03-21,"BARC","oxygen",8.04677419354839
2018-03-22,"BARC","chla",1.66444444444444
2018-03-22,"BARC","oxygen",7.91539325842697
2018-03-23,"BARC","chla",1.85166666666667
2018-03-23,"BARC","oxygen",7.82520833333333
2018-03-24,"BARC","chla",1.75634408602151
2018-03-24,"BARC","oxygen",7.81860215053763
2018-03-25,"BARC","chla",1.49031578947368
2018-03-25,"BARC","oxygen",8.00229166666667
2018-03-26,"BARC","chla",1.56140350877193
2018-03-26,"BARC","oxygen",8.22196428571429
2018-03-27,"BARC","chla",1.567
2018-03-27,"BARC","oxygen",8.193
2018-03-28,"BARC","chla",1.51591549295775
2018-03-28,"BARC","oxygen",8.18880597014925
2018-03-29,"BARC","chla",1.24229166666667
2018-03-29,"BARC","oxygen",8.27827956989247
2018-03-30,"BARC","chla",1.33177083333333
2018-03-30,"BARC","oxygen",8.37229166666667
2018-03-31,"BARC","chla",1.30876543209877
2018-03-31,"BARC","oxygen",8.348125
2018-04-01,"BARC","chla",1.28864583333333
2018-04-01,"BARC","oxygen",8.2110752688172
2018-04-02,"BARC","chla",1.2040625
2018-04-02,"BARC","oxygen",8.27729166666667
2018-04-03,"BARC","chla",1.03654761904762
2018-04-03,"BARC","oxygen",8.2722619047619
2018-04-04,"BARC","chla",1.14083333333333
2018-04-04,"BARC","oxygen",8.28
2018-04-10,"BARC","chla",NA
2018-04-10,"BARC","oxygen",NA
2018-04-11,"BARC","chla",NA
2018-04-11,"BARC","oxygen",NA
2018-04-12,"BARC","chla",2.25
2018-04-12,"BARC","oxygen",NA
2018-04-14,"BARC","chla",1.07
2018-04-14,"BARC","oxygen",8.36
2018-04-16,"BARC","chla",1.56
2018-04-16,"BARC","oxygen",NA
2018-04-17,"BARC","chla",2.46
2018-04-17,"BARC","oxygen",7.74
2018-04-22,"BARC","chla",2.215
2018-04-22,"BARC","oxygen",8.255
2018-04-23,"BARC","chla",NA
2018-04-23,"BARC","oxygen",NA
2018-04-24,"BARC","chla",NA
2018-04-24,"BARC","oxygen",NA
2018-04-25,"BARC","chla",NA
2018-04-25,"BARC","oxygen",NA
2018-04-26,"BARC","chla",NA
2018-04-26,"BARC","oxygen",NA
2018-04-27,"BARC","chla",NA
2018-04-27,"BARC","oxygen",NA
2018-04-28,"BARC","chla",NA
2018-04-28,"BARC","oxygen",NA
2018-04-29,"BARC","chla",NA
2018-04-29,"BARC","oxygen",NA
2018-04-30,"BARC","chla",NA
2018-04-30,"BARC","oxygen",NA
2018-05-01,"BARC","chla",NA
2018-05-01,"BARC","oxygen",NA
2018-05-02,"BARC","chla",NA
2018-05-02,"BARC","oxygen",NA
2018-05-03,"BARC","chla",NA
2018-05-03,"BARC","oxygen",NA
2018-05-04,"BARC","chla",NA
2018-05-04,"BARC","oxygen",NA
2018-05-05,"BARC","chla",NA
2018-05-05,"BARC","oxygen",NA
2018-05-06,"BARC","chla",NA
2018-05-06,"BARC","oxygen",NA
2018-05-07,"BARC","chla",NA
2018-05-07,"BARC","oxygen",NA
2018-05-08,"BARC","chla",NA
2018-05-08,"BARC","oxygen",NA
2018-05-09,"BARC","chla",NA
2018-05-09,"BARC","oxygen",NA
2018-05-10,"BARC","chla",NA
2018-05-10,"BARC","oxygen",NA
2018-05-11,"BARC","chla",0.47
2018-05-11,"BARC","oxygen",7.22
2018-05-13,"BARC","chla",0.54
2018-05-13,"BARC","oxygen",7.06333333333333
2018-05-15,"BARC","chla",1.04
2018-05-15,"BARC","oxygen",6.14
2018-05-16,"BARC","chla",1.12
2018-05-16,"BARC","oxygen",6.07
2018-05-20,"BARC","chla",0.88
2018-05-20,"BARC","oxygen",6.91
2018-05-21,"BARC","chla",3.21
2018-05-21,"BARC","oxygen",5.71
2018-05-24,"BARC","chla",1.34
2018-05-24,"BARC","oxygen",6.71428571428571
2018-05-28,"BARC","chla",1.5
2018-05-28,"BARC","oxygen",6.5
2018-05-29,"BARC","chla",NA
2018-05-29,"BARC","oxygen",NA
2018-06-02,"BARC","chla",1.19
2018-06-02,"BARC","oxygen",6.5
2018-06-04,"BARC","chla",1.495
2018-06-04,"BARC","oxygen",7.02
2018-06-06,"BARC","chla",1.81
2018-06-06,"BARC","oxygen",6.91
2018-06-07,"BARC","chla",2.11
2018-06-07,"BARC","oxygen",5.8
2018-06-11,"BARC","chla",1.44
2018-06-11,"BARC","oxygen",6.57
2018-06-12,"BARC","chla",2.52
2018-06-12,"BARC","oxygen",6.48
2018-06-13,"BARC","chla",1.46
2018-06-13,"BARC","oxygen",6.31
2018-06-14,"BARC","chla",2.2
2018-06-14,"BARC","oxygen",6.1
2018-06-15,"BARC","chla",2.66
2018-06-15,"BARC","oxygen",6.81
2018-06-16,"BARC","chla",NA
2018-06-16,"BARC","oxygen",NA
2018-06-17,"BARC","chla",NA
2018-06-17,"BARC","oxygen",NA
2018-06-19,"BARC","chla",NA
2018-06-19,"BARC","oxygen",NA
2018-06-20,"BARC","chla",1.29
2018-06-20,"BARC","oxygen",5.705
2018-06-21,"BARC","chla",NA
2018-06-21,"BARC","oxygen",NA
2018-06-23,"BARC","chla",NA
2018-06-23,"BARC","oxygen",NA
2018-06-24,"BARC","chla",0.8975
2018-06-24,"BARC","oxygen",6.46
2018-06-27,"BARC","chla",NA
2018-06-27,"BARC","oxygen",NA
2018-06-28,"BARC","chla",1.48
2018-06-28,"BARC","oxygen",5.49
2018-06-29,"BARC","chla",NA
2018-06-29,"BARC","oxygen",NA
2018-06-30,"BARC","chla",NA
2018-06-30,"BARC","oxygen",NA
2018-07-01,"BARC","chla",NA
2018-07-01,"BARC","oxygen",NA
2018-07-02,"BARC","chla",1.76
2018-07-02,"BARC","oxygen",5.52
2018-07-03,"BARC","chla",2.702
2018-07-03,"BARC","oxygen",5.684
2018-07-04,"BARC","chla",8.96833333333333
2018-07-04,"BARC","oxygen",5.38222222222222
2018-07-05,"BARC","chla",NA
2018-07-05,"BARC","oxygen",NA
2018-07-13,"BARC","chla",NA
2018-07-13,"BARC","oxygen",NA
2018-07-14,"BARC","chla",NA
2018-07-14,"BARC","oxygen",NA
2018-07-15,"BARC","chla",NA
2018-07-15,"BARC","oxygen",NA
2018-07-16,"BARC","chla",NA
2018-07-16,"BARC","oxygen",NA
2018-07-17,"BARC","chla",5.176
2018-07-17,"BARC","oxygen",5.14888888888889
2018-07-18,"BARC","chla",4.81948717948718
2018-07-18,"BARC","oxygen",4.74661971830986
2018-07-19,"BARC","chla",4.14
2018-07-19,"BARC","oxygen",4.76071428571429
2018-07-20,"BARC","chla",4.54982905982906
2018-07-20,"BARC","oxygen",5.24980582524272
2018-07-21,"BARC","chla",4.7537037037037
2018-07-21,"BARC","oxygen",5.18139534883721
2018-07-22,"BARC","chla",4.584375
2018-07-22,"BARC","oxygen",5.29965517241379
2018-07-23,"BARC","chla",3.97642857142857
2018-07-23,"BARC","oxygen",5.43639097744361
2018-07-24,"BARC","chla",NA
2018-07-24,"BARC","oxygen",NA
2018-07-25,"BARC","chla",NA
2018-07-25,"BARC","oxygen",NA
2018-07-26,"BARC","chla",NA
2018-07-26,"BARC","oxygen",NA
2018-07-27,"BARC","chla",NA
2018-07-27,"BARC","oxygen",NA
2018-07-28,"BARC","chla",NA
2018-07-28,"BARC","oxygen",NA
2018-07-29,"BARC","chla",NA
2018-07-29,"BARC","oxygen",NA
2018-07-30,"BARC","chla",4.52506666666667
2018-07-30,"BARC","oxygen",6.9458389261745
2018-07-31,"BARC","chla",7.20271844660194
2018-07-31,"BARC","oxygen",6.18922077922078
2018-08-01,"BARC","chla",7.13
2018-08-01,"BARC","oxygen",5.878
2018-08-02,"BARC","chla",7.06
2018-08-02,"BARC","oxygen",6.466
2018-08-03,"BARC","chla",7.70714285714286
2018-08-03,"BARC","oxygen",6.04125
2018-08-04,"BARC","chla",5.66
2018-08-04,"BARC","oxygen",6.452
2018-08-05,"BARC","chla",6.246
2018-08-05,"BARC","oxygen",6.90166666666667
2018-08-06,"BARC","chla",6.12375
2018-08-06,"BARC","oxygen",6.95
2018-08-07,"BARC","chla",NA
2018-08-07,"BARC","oxygen",NA
2018-08-08,"BARC","chla",NA
2018-08-08,"BARC","oxygen",NA
2018-08-09,"BARC","chla",NA
2018-08-09,"BARC","oxygen",NA
2018-08-10,"BARC","chla",NA
2018-08-10,"BARC","oxygen",NA
2018-08-11,"BARC","chla",NA
2018-08-11,"BARC","oxygen",NA
2018-08-12,"BARC","chla",NA
2018-08-12,"BARC","oxygen",NA
2018-08-13,"BARC","chla",NA
2018-08-13,"BARC","oxygen",NA
2018-08-14,"BARC","chla",NA
2018-08-14,"BARC","oxygen",NA
2018-08-15,"BARC","chla",NA
2018-08-15,"BARC","oxygen",NA
2018-08-16,"BARC","chla",NA
2018-08-16,"BARC","oxygen",NA
2018-08-17,"BARC","chla",NA
2018-08-17,"BARC","oxygen",5.08
2018-08-18,"BARC","chla",NA
2018-08-18,"BARC","oxygen",5.085
2018-08-19,"BARC","chla",NA
2018-08-19,"BARC","oxygen",5.09333333333333
2018-08-20,"BARC","chla",NA
2018-08-20,"BARC","oxygen",5.09833333333333
2018-08-21,"BARC","chla",0.02
2018-08-21,"BARC","oxygen",5.10833333333333
2018-08-22,"BARC","chla",NA
2018-08-22,"BARC","oxygen",5.11166666666667
2018-08-23,"BARC","chla",NA
2018-08-23,"BARC","oxygen",5.114
2018-08-24,"BARC","chla",NA
2018-08-24,"BARC","oxygen",5.126
2018-08-25,"BARC","chla",0
2018-08-25,"BARC","oxygen",5.11333333333333
2018-08-26,"BARC","chla",NA
2018-08-26,"BARC","oxygen",5.11375
2018-08-27,"BARC","chla",NA
2018-08-27,"BARC","oxygen",5.1325
2018-08-28,"BARC","chla",2.24210526315789
